,Country Name,New_business_density_2008,New_business_density_2009,New_business_density_2010,New_business_density_2011,New_business_density_2012,New_business_density_2013,New_business_density_2014,New_business_density_2015,New_business_density_2016,New_business_density_2017,New_business_density_2018,New_businesses_registered_2008,New_businesses_registered_2009,New_businesses_registered_2010,New_businesses_registered_2011,New_businesses_registered_2012,New_businesses_registered_2013,New_businesses_registered_2014,New_businesses_registered_2015,New_businesses_registered_2016,New_businesses_registered_2017,New_businesses_registered_2018,DoingBusiness_2019,unemployment_2008,unemployment_2009,unemployment_2010,unemployment_2011,unemployment_2012,unemployment_2013,unemployment_2014,unemployment_2015,unemployment_2016,unemployment_2017,unemployment_2018,unemployment_2019,unemployment_2020,inflation_2008,inflation_2009,inflation_2010,inflation_2011,inflation_2012,inflation_2013,inflation_2014,inflation_2015,inflation_2016,inflation_2017,inflation_2018,inflation_2019,Educational_attainment_2008,Educational_attainment_2009,Educational_attainment_2010,Educational_attainment_2011,Educational_attainment_2012,Educational_attainment_2013,Educational_attainment_2014,Educational_attainment_2015,Educational_attainment_2016,Educational_attainment_2017,SecondaryEducation_2008,SecondaryEducation_2009,SecondaryEducation_2010,SecondaryEducation_2011,SecondaryEducation_2012,SecondaryEducation_2013,SecondaryEducation_2014,SecondaryEducation_2015,SecondaryEducation_2016,SecondaryEducation_2017,TimeToStartBusiness_2008,TimeToStartBusiness_2009,TimeToStartBusiness_2010,TimeToStartBusiness_2011,TimeToStartBusiness_2012,TimeToStartBusiness_2013,TimeToStartBusiness_2014,TimeToStartBusiness_2015,TimeToStartBusiness_2016,TimeToStartBusiness_2017,TimeToStartBusiness_2018,TimeToStartBusiness_2019,Imports of goods and services_2008,Imports of goods and services_2009,Imports of goods and services_2010,Imports of goods and services_2011,Imports of goods and services_2012,Imports of goods and services_2013,Imports of goods and services_2014,Imports of goods and services_2015,Imports of goods and services_2016,Exports_of_goods_and_services_2008,Exports_of_goods_and_services_2009,Exports_of_goods_and_services_2010,Exports_of_goods_and_services_2011,Exports_of_goods_and_services_2012,Exports_of_goods_and_services_2013,Exports_of_goods_and_services_2014,Exports_of_goods_and_services_2015,Exports_of_goods_and_services_2016,Cost_of_business_start_up_procedures_2008,Cost_of_business_start_up_procedures_2009,Cost_of_business_start_up_procedures_2010,Cost_of_business_start_up_procedures_2011,Cost_of_business_start_up_procedures_2012,Cost_of_business_start_up_procedures_2013,Cost_of_business_start_up_procedures_2014,Cost_of_business_start_up_procedures_2015,Cost_of_business_start_up_procedures_2016,Cost_of_business_start_up_procedures_2017,Cost_of_business_start_up_procedures_2018,Cost_of_business_start_up_procedures_2019,Population_growth_2008,Population_growth_2009,Population_growth_2010,Population_growth_2011,Population_growth_2012,Population_growth_2013,Population_growth_2014,Population_growth_2015,Population_growth_2016,Population_growth_2017,Population_growth_2018,Population_growth_2019,Urban_population_2008,Urban_population_2009,Urban_population_2010,Urban_population_2011,Urban_population_2012,Urban_population_2013,Urban_population_2014,Urban_population_2015,Urban_population_2016,Urban_population_2017,Urban_population_2018,Urban_population_2019,Population_density_2008,Population_density_2009,Population_density_2010,Population_density_2011,Population_density_2012,Population_density_2013,Population_density_2014,Population_density_2015,Population_density_2016,Population_density_2017,Population_density_2018,Labor_force_participation_rate_2008,Labor_force_participation_rate_2009,Labor_force_participation_rate_2010,Labor_force_participation_rate_2011,Labor_force_participation_rate_2012,Labor_force_participation_rate_2013,Labor_force_participation_rate_2014,Labor_force_participation_rate_2015,Labor_force_participation_rate_2016,Labor_force_participation_rate_2017,Labor_force_participation_rate_2018,Labor_force_participation_rate_2019,Labor_force_participation_rate_2020,Wage_and_salaried_workers_2008,Wage_and_salaried_workers_2009,Wage_and_salaried_workers_2010,Wage_and_salaried_workers_2011,Wage_and_salaried_workers_2012,Wage_and_salaried_workers_2013,Wage_and_salaried_workers_2014,Wage_and_salaried_workers_2015,Wage_and_salaried_workers_2016,Wage_and_salaried_workers_2017,Wage_and_salaried_workers_2018,Wage_and_salaried_workers_2019,Wage_and_salaried_workers_2020,Life_expectancy_2008,Life_expectancy_2009,Life_expectancy_2010,Life_expectancy_2011,Life_expectancy_2012,Life_expectancy_2013,Life_expectancy_2014,Life_expectancy_2015,Life_expectancy_2016,Life_expectancy_2017,Life_expectancy_2018,GDP_per_capita_2008,GDP_per_capita_2009,GDP_per_capita_2010,GDP_per_capita_2011,GDP_per_capita_2012,GDP_per_capita_2013,GDP_per_capita_2014,GDP_per_capita_2015,GDP_per_capita_2016,GDP_per_capita_2017,GDP_per_capita_2018,GDP_per_capita_2019,GDP_2008,GDP_2009,GDP_2010,GDP_2011,GDP_2012,GDP_2013,GDP_2014,GDP_2015,GDP_2016,GDP_2017,GDP_2018,GDP_2019,Industry_2008,Industry_2009,Industry_2010,Industry_2011,Industry_2012,Industry_2013,Industry_2014,Industry_2015,Industry_2016,Industry_2017,Industry_2018,Population
0,Afghanistan,0.046360561,0.260193877,0.329456696,0.248972448,0.225927954,0.193162028,0.142361845,0.124470105,0.130028499,0.15486227,0.21164848100000005,636.0,3653.0,4759.0,3745.0,3557.0,3191.0,2466.0,2255.0,2448.0,3022.0,4274.0,173.0,10.98499966,11.38700008,11.48400021,11.48799992,11.50800037,11.5340004,11.44799995,11.38700008,11.31299973,11.18400002,11.05700016,11.11800003,11.16399956,26.41866415,-6.811161089,2.178537524,11.80418581,6.441212809,7.385771784,4.673996035,-0.661709165,4.383891955,4.975951506,0.626149149,2.302372515,1415293.0,1693479.0,2032719.0,2190878.0,2392465.0,2508900.0,2577715.0,2624473.0,2699792.0,2875687.0,1415293.0,1693479.0,2032719.0,2190878.0,2392465.0,2508900.0,2577715.0,2624473.0,2699792.0,2875687.0,10.5,9.5,9.5,9.5,9.5,6.5,8.5,8.5,8.5,8.5,8.5,8.5,200000000000.0,200000000000.0,264326000000.0,344226000000.0,504970000000.0,556893000000.0,473613000000.0,519743000000.0,497337000000.0,103788000000.0,103788000000.0,117523000000.0,146043000000.0,120354000000.0,76611041104.0,114022000000.0,87054993175.0,77104510753.0,59.5,30.2,26.7,25.8,22.5,14.4,15.1,19.0,19.9,82.3,6.4,6.8,2.268277145,2.397020991,2.74657628,3.143125903,3.4075869739999995,3.494589049,3.3555816610000004,3.077083595,2.778317409,2.548346644,2.3847611,2.311817217,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,42.46281898,43.49295867,44.70408204,46.13150293,47.73056398,49.42803817,51.11477805,52.71207149999999,54.19711424,55.59599302,56.93776001,49.10400009,48.91099929999999,48.78699875,48.99300003,49.27399826,49.45500183,49.65200043,49.85900116,50.0320015,50.20700073,50.4129982,50.46300125,50.51599884,8.920000076,9.906000137000001,10.82499981,11.61699963,12.64799976,13.5880003,14.53100014,15.48999977,16.50300026,17.54999924,17.60199928,17.67200089,17.75,59.93,60.484,61.028,61.553,62.054,62.525,62.966,63.377,63.76300000000001,64.13,64.486,364.6607448,438.0760344,543.3030418999998,591.1627589999998,641.8714792000002,637.1655232,613.8566892000001,578.4663529000002,547.2281102000002,556.3020024,524.1628808999999,502.1154869,10109225814.0,12439087077.0,15856574731.0,17804292964.0,20001598506.0,20561069558.0,20484885120.0,19907111419.0,19362642267.0,20191760000.0,19484384937.0,19101353833.0,2720961614.0,2723802099.0,3353890830.0,4048741173.0,4231899640.0,4203629519.0,4348872122.0,4404257789.0,4225552558.0,4467965941.0,4341103740.0,38041754.0
1,United Arab Emirates,1.577958361,1.234449745,1.396591166,1.921121884,2.104230245,2.381761898,2.77975471,2.562542152,2.599986897,2.762269254,3.04384049,9510.0,8371.0,10288.0,14753.0,16469.0,18711.0,21814.0,20153.0,20597.0,22134.0,24716.0,16.0,1.95599997,2.33100009,2.532999992,2.496000051,2.509000063,2.575999975,2.211999893,1.909999967,1.636000037,2.463000059,2.229000092,2.34800005,2.447000027,12.25042024,1.561813174,0.8779832879999999,0.877346596,0.6622689,1.101118364,2.346268657,4.069966084,1.617488089,1.966825578,3.068633793,-1.931081148,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,520274.0,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,433144.0,520274.0,18.2,15.2,15.2,13.2,8.2,8.2,8.3,8.3,8.3,8.3,3.8,3.8,806901000000.0,687271000000.0,655948000000.0,793161000000.0,880477000000.0,927341000000.0,1020550000000.0,977900000000.0,993200000000.0,913748000000.0,741694000000.0,875260000000.0,1160030000000.0,1379080000000.0,1440520000000.0,1474020000000.0,1326700000000.0,1324400000000.0,11.6,11.1,12.6,13.4,11.0,11.4,11.3,11.2,13.0,13.4,22.8,17.2,13.91024929,11.04463501,7.6870546860000015,4.536347626,2.154163159,0.614129704,0.176677484,0.52741154,1.053281129,1.339385202,1.50389676,1.438780445,83.387,83.742,84.087,84.42299999999999,84.749,85.066,85.375,85.67399999999998,85.965,86.24799999999998,86.522,86.789,99.82381019,111.48087859999998,120.388454,125.97545759999998,128.7186145,129.511546,129.740566,130.4266404,131.8076598,133.5849479,135.6091101,81.89800262,83.20600128,84.26599884,84.08799744,83.80400085,83.55000305,83.48100281,83.64499664,83.16899872,82.99199677,82.80400085,82.83300018,82.96700287,95.81600189,95.92099762,96.04199982,96.19499969,96.3710022,96.55999756,96.72899628,96.93199921,97.05699921,96.52899933,96.02600098,96.05400085,96.09799957,75.957,76.145,76.332,76.521,76.711,76.903,77.095,77.285,77.47,77.64699999999998,77.814,44498.93423,32024.1816,33893.303510000005,39194.67662,40976.49971,42412.63028,43751.83889,38663.38381,38141.84676,40644.80404,43839.35635,43103.32306,315475000000.0,253547000000.0,289787000000.0,350666000000.0,374591000000.0,390108000000.0,403137000000.0,358135000000.0,357045000000.0,385606000000.0,422215000000.0,421142000000.0,183032000000.0,131959000000.0,152228000000.0,203511000000.0,215199000000.0,214583000000.0,212714000000.0,157199000000.0,147991000000.0,164170000000.0,198580000000.0,9770529.0
2,Argentina,0.237290147,0.189666827,0.207609304,0.221108183,0.184657613,0.200203136,0.17202951,0.179440388,0.21074882,0.219978653,0.198629934,6032.0,4885.0,5400.0,5828.0,4928.0,5406.0,4699.0,4958.0,5885.0,6209.0,5667.0,126.0,7.836999893,8.645000458,7.714000225,7.179999828,7.217000007999999,7.099999905,7.268000126,7.75,7.977000237,8.347000122,9.220000267,9.788999557,10.43599987,34.27722371,34.27722371,34.27722371,34.27722371,34.27722371,34.27722371,34.27722371,34.27722371,34.27722371,34.27722371,34.27722371,53.54830435,3963715.0,4106048.0,4213136.0,4279426.0,4346391.0,4406046.0,4450741.0,4501734.0,4583002.0,4612663.0,3963715.0,4106048.0,4213136.0,4279426.0,4346391.0,4406046.0,4450741.0,4501734.0,4583002.0,4612663.0,30.0,25.0,24.5,24.5,24.5,24.5,24.5,24.5,24.5,24.5,11.0,11.5,210865000000.0,180902000000.0,266493000000.0,365138000000.0,376923000000.0,492762000000.0,641132000000.0,701476000000.0,1116300000000.0,253622000000.0,244107000000.0,314627000000.0,402013000000.0,428341000000.0,489428000000.0,659639000000.0,637469000000.0,1030750000000.0,12.8,16.1,20.7,17.7,15.4,23.2,17.7,11.4,10.8,10.4,5.3,5.0,0.99259313,0.999544734,0.752213052,1.15305928,1.136905694,1.1191091999999998,1.099461091,1.078001344,1.057181578,1.037133897,1.015808349,0.993397493,90.53,90.691,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,91.991,14.6454878,14.79261005,14.90430155,15.0771516,15.2495427,15.42116023,15.59164538,15.76063274,15.92813508,16.09419079,16.2585101,67.96199799,68.31800079,67.64499664,67.95600128,68.04199982,67.78099823,67.0530014,67.46900177,67.86000061,68.23200226,69.21299744,69.21299744,69.21199799,76.31700134,75.95700073,76.44300079,76.90299988,77.00499725,76.45300293,76.34700012,75.8730011,75.17199707,74.66000366,74.47100067,74.28700256,74.18499756,74.952,75.116,75.278,75.439,75.598,75.756,75.913,76.068,76.221,76.372,76.52,9020.873098,8225.137176,10385.96443,12848.8642,13082.66433,13080.25473,12334.79825,13789.060419999998,12790.24247,14591.86338,11683.94962,10006.14897,361558000000.0,332976000000.0,423627000000.0,530163000000.0,545982000000.0,552025000000.0,526320000000.0,594749000000.0,557531000000.0,642696000000.0,519872000000.0,449663000000.0,94990190458.0,84190456294.0,107003000000.0,133668000000.0,133378000000.0,132519000000.0,127777000000.0,137703000000.0,122959000000.0,140552000000.0,119400000000.0,44938712.0
3,Australia,9.953447488,10.03181189,10.78568021,11.17973642,12.13135507,14.63587716,14.84439247,15.35784442,15.46865982,15.565601699999998,14.47216788,143153.0,147258.0,160615.0,168170.0,185009.0,226209.0,231920.0,242347.0,246623.0,250946.0,235654.0,14.0,4.234000206,5.56099987,5.210999966,5.0809998510000005,5.223999977,5.662000179,6.077000141,6.053999901,5.710000038,5.59100008,5.297999859,5.268000126,5.328000069,4.35029855,1.771117166,2.918340027,3.303850156,1.762780156,2.449888641,2.487922705,1.508366722,1.276990945,1.948647409,1.911400944,1.610767873,1511370.0,1527779.0,1533093.0,1542054.0,1552108.0,1566087.0,1577750.0,1653634.0,1668260.0,1679751.0,1511370.0,1527779.0,1533093.0,1542054.0,1552108.0,1566087.0,1577750.0,1653634.0,1668260.0,1679751.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,267352000000.0,287226000000.0,271168000000.0,289987000000.0,325825000000.0,326500000000.0,343157000000.0,349444000000.0,357495000000.0,237366000000.0,289894000000.0,257770000000.0,303673000000.0,322096000000.0,306588000000.0,336322000000.0,324674000000.0,319705000000.0,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,2.00402174,2.06104513,1.555489589,1.389527316,1.745820001,1.72115144,1.491566489,1.439216653,1.561940498,1.684523108,1.536105516,1.515984454,84.943,85.06299999999997,85.182,85.3,85.402,85.50200000000002,85.602,85.70100000000002,85.8,85.904,86.012,86.124,2.765994559,2.823594496,2.867858584,2.90798641,2.95920037,3.0105735260000004,3.055814795,3.100112596,3.144935531,3.198361419,3.24787091,76.52500153,76.37400055,76.45099640000002,76.64900208,76.40699768,76.39700317,76.34200287,77.00700378,77.01999664,77.51399994,78.07199859999999,78.12999725,78.18499756,81.80699921,81.76100159,81.63400269,82.21199799,82.82499695,83.16400146,82.85900116,82.94200134,82.94999695,83.10099792,83.54399872,83.61299896,83.68299866,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.3,82.4,82.44878049,82.5,82.74878049,49601.65671,42772.35917,52022.1256,62517.83375,68012.1479,68150.10704,62510.79117,56755.72171000001,49971.13146,54066.47127,57395.91947000001,54907.10191000001,1054000000000.0,927805000000.0,1146140000000.0,1396650000000.0,1546150000000.0,1576180000000.0,1467480000000.0,1351690000000.0,1208850000000.0,1330140000000.0,1433900000000.0,1392680000000.0,269755000000.0,250498000000.0,288270000000.0,369220000000.0,406393000000.0,396063000000.0,374426000000.0,319597000000.0,269390000000.0,311609000000.0,345864000000.0,25364307.0
4,Austria,0.650940318,0.5808283710000001,0.61587101,0.567863085,0.538536628,0.607578037,0.73777056,0.626679963,0.606848944,0.6259065779999999,0.649040665,3663.0,3274.0,3476.0,3213.0,3058.0,3466.0,4235.0,3631.0,3548.0,3679.0,3830.0,27.0,4.127999783,5.301000118,4.820000172,4.56400013,4.864999771,5.335000038,5.619999886,5.72300005,6.013999939,5.499000072,4.84800005,4.673999786,4.778999805,3.21595023,0.50630835,1.81353628,3.286581974,2.485673529,2.000158912,1.605804145,0.8965653159999999,0.891592367,2.081268583,1.998381877,1.530895534,470889.0,460934.0,449729.0,438879.0,430657.0,446948.5333,443882.9167,442411.3354,445740.4197,449201.0833,470889.0,460934.0,449729.0,438879.0,430657.0,446948.5333,443882.9167,442411.3354,445740.4197,449201.0833,25.0,25.0,25.0,25.0,25.0,25.0,22.0,22.0,21.0,21.0,21.0,21.0,143429000000.0,120560000000.0,141313000000.0,158644000000.0,163082000000.0,163980000000.0,166963000000.0,169856000000.0,173711000000.0,156425000000.0,130217000000.0,151683000000.0,167310000000.0,171989000000.0,173102000000.0,177855000000.0,182769000000.0,187408000000.0,5.1,5.1,5.2,5.2,4.9,4.8,5.5,5.3,5.2,5.1,4.8,4.7,0.313041438,0.26195319,0.2403943,0.33708084200000005,0.455937472,0.589387255,0.781541633,1.120992502,1.081396299,0.6946211040000001,0.487071925,0.412539809,57.966,57.683,57.399,57.115,57.147,57.33600000000001,57.526,57.715,57.905,58.094,58.297,58.515,100.7713458,101.0356656,101.2874302,101.6417364,102.1148654,102.7471302,103.5633242,104.7307927,105.8694934,106.6074453,107.1279669,73.60199738,74.17199707,74.41799927,74.76699829,75.31900024,75.63999939,75.41999817,75.50599670000003,76.18399811,76.32700348,76.62999725,76.61900329999997,76.6269989,86.45700073,86.36100006,86.18699646,86.72399902,86.92700195,86.79900359999998,86.71199799,87.00299835,87.27899933,87.6230011,87.99400329999997,88.06999969,88.14800262,80.43170732,80.33170732,80.5804878,80.98292683,80.93658537,81.13658537,81.4902439,81.1902439,81.64146341,81.64390244,81.69268293,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50716.70871,51717.49594,44178.04738,45237.80509,47549.07904,51525.04643,50277.27509,430294000000.0,400172000000.0,391893000000.0,431120000000.0,409425000000.0,430069000000.0,441996000000.0,381818000000.0,395228000000.0,418316000000.0,455508000000.0,446315000000.0,116008000000.0,103216000000.0,100070000000.0,109709000000.0,104952000000.0,109775000000.0,112111000000.0,96122240988.0,100457000000.0,106552000000.0,117291000000.0,8877067.0
5,Azerbaijan,1.0046470440000002,0.7396185359999999,0.5487629589999999,0.635722777,0.699257791,1.06258432,0.997105273,0.7560289609999999,1.041598281,1.586733769,1.658025495,6153.0,4677.0,3541.0,4174.0,4661.0,7172.0,6803.0,5208.0,7219.0,11058.0,11611.0,34.0,6.0500001910000005,5.739999771,5.630000114,5.420000076,5.190000057,4.96999979,4.909999847,4.960000038,5.0,5.0,4.900000095,5.508999825,5.960000038,20.8372929,1.463159974,5.73238743,7.852383767999999,1.068103014,2.418869884,1.389726358,4.009438267,12.44949552,12.93998411,2.263516857,2.608339565,995320.0,941273.0,886337.0,844759.0,802580.0,777179.0,762004.0,760526.0,762999.0,775092.0,995320.0,941273.0,886337.0,844759.0,802580.0,777179.0,762004.0,760526.0,762999.0,775092.0,10.0,10.0,8.0,8.0,8.0,7.0,5.5,3.5,3.5,3.5,3.5,3.5,9418900000.0,8226900000.0,8782300000.0,12541900000.0,13843800000.0,15278600000.0,15467400000.0,18927900000.0,26375400000.0,26400700000.0,18383100000.0,23060500000.0,29388300000.0,29000300000.0,28169300000.0,25537500000.0,20552800000.0,28054000000.0,4.3,2.9,3.1,2.7,2.3,1.0,3.1,1.7,1.9,1.6,1.3,1.2,2.099854033,2.076148264,1.189787708,1.303000855,1.328763827,1.293447027,1.248208997,1.191209858,1.11785721,0.981261805,0.8663169159999999,0.8370196390000001,52.99,53.19,53.40600000000001,53.637,53.883,54.145,54.422,54.714,55.021,55.343,55.68,56.03100000000001,106.05976,108.2912879,109.5423494,110.9763389,112.4607929,113.9234754,115.3488166,116.7310795,118.033289,119.1972058,120.2343172,68.19200134,68.31099701,68.48300171,68.68699646,68.95800018,69.28700256,69.90399933,70.30400085,71.19499969,71.70600128,72.16100311,72.05799866,71.95300293,32.30500031,32.43199921,31.94499969,31.71199989,33.30799866,33.48699951,33.01599884,32.162998200000004,31.81500053,31.62400055,31.8029995,32.00400162,32.20800018,70.20100000000001,70.597,70.938,71.234,71.506,71.768,72.02199999999998,72.266,72.493,72.693,72.86399999999998,5574.603802000001,4950.294790999998,5842.805784,7189.691229000001,7496.294648,7875.756953,7891.313147,5500.310382,3880.738731,4147.089716,4739.8417100000015,4793.58702,48852482960.0,44291490421.0,52902703376.0,65951627200.0,69683935845.0,74164435946.0,75244294275.0,53074370486.0,37867518957.0,40865558912.0,47112941176.0,48047647059.0,32007424537.0,24919258522.0,31738881276.0,40714575155.0,41474032587.0,42314085405.0,40321050618.0,23825785672.0,18008961584.0,20310887753.0,24616941176.0,10023318.0
6,Belgium,3.1345474460000005,2.739935778,3.160808927,3.31670656,2.996594829,2.563558932,3.233145994,2.930639392,3.721695114,3.297983426,3.3675299260000005,22078.0,19469.0,22655.0,24034.0,21790.0,18669.0,23573.0,21428.0,27248.0,24152.0,24677.0,46.0,6.975999832,7.907999992000001,8.291999817,7.139999866,7.541999817000001,8.425000191,8.522999763,8.482000351,7.829999924,7.085999966,5.947999954,5.589000225,5.691999912000001,4.489444205,-0.053145674,2.189299204,3.532082107,2.839663434,1.11309594,0.34000283299999995,0.561429153,1.973852647,2.12597086,2.0531649990000003,1.43681957,476189.0,472219.0,484368.0,484925.0,484891.0,652569.0,656711.0,668179.0,651048.0,661906.0,476189.0,472219.0,484368.0,484925.0,484891.0,652569.0,656711.0,668179.0,651048.0,661906.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,282126000000.0,230654000000.0,269260000000.0,303768000000.0,310259000000.0,308515000000.0,318301000000.0,318307000000.0,336479000000.0,284492000000.0,238491000000.0,275442000000.0,303396000000.0,310502000000.0,311650000000.0,321601000000.0,324216000000.0,341615000000.0,5.5,5.6,5.7,5.5,5.3,5.3,5.2,5.0,5.0,5.6,5.4,5.3,0.789976845,0.804599573,0.913639392,1.301002902,0.620163579,0.471340144,0.443929288,0.5794462420000001,0.506300002,0.385228018,0.455184695,0.497584972,97.555,97.603,97.651,97.698,97.744,97.789,97.833,97.876,97.919,97.961,98.001,98.041,353.6979194,356.555251,359.8278071000001,364.5397622,366.8075297,368.5405218,370.180218,372.3314399,374.2213342,375.6657199,377.3795905,67.19999695,66.93900299,67.64900208,66.62300110000001,66.79199982,67.43900299,67.71700287,67.67800140000001,67.73000336,68.05899811,68.62599945,68.65000153,68.66300201,85.77500153,85.20099640000002,85.63899994,85.6989975,85.65399933,84.92099762,85.38700104,84.82099915,85.16400146,85.70700073,85.97100067,86.03600311,86.10199738,79.68048780000002,80.03414634,80.18292683,80.58536585,80.38536585,80.58780488,81.28780488,80.99268293,81.43902439,81.49268293,81.59512195,48106.89292,44583.54481,44141.87814,47348.52502,44673.11588,46744.66254,47700.54036,40991.80814,41998.33575,44288.50804,47491.32326000001,46116.69923,515224000000.0,481346000000.0,480952000000.0,522646000000.0,496181000000.0,521643000000.0,534678000000.0,462150000000.0,475901000000.0,503789000000.0,542686000000.0,529607000000.0,111265000000.0,99157404835.0,100493000000.0,108595000000.0,99609581602.0,103698000000.0,105197000000.0,90904325789.0,91959590319.0,97376032113.0,103664000000.0,11484055.0
7,Bulgaria,7.98819285,6.9509527360000005,6.578678253,7.989620445,9.047301297999999,8.990380664,8.997071537,9.862876378,10.91178894,10.8260566,10.10155286,41232.0,35556.0,33291.0,39879.0,44540.0,43640.0,43055.0,46518.0,50753.0,49638.0,45683.0,61.0,5.609000206,6.816999912000001,10.27900028,11.26000023,12.27000046,12.94099998,11.42399979,9.142999649,7.574999808999999,6.164000034,5.210999966,4.340000153,3.849999905,12.3487196,2.753202239,2.438990605,4.219903466,2.9545682980000003,0.8900935409999999,-1.418183803,-0.104633261,-0.79874909,2.0643550630000003,2.8118684060000003,3.103729448,417775.0,390423.0,371857.0,365043.0,360862.0,354985.0,351279.0,346266.0,343688.0,344423.0,417775.0,390423.0,371857.0,365043.0,360862.0,354985.0,351279.0,346266.0,343688.0,344423.0,56.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,23.0,23.0,23.0,52603647000.0,36937463000.0,39650028000.0,47399782000.0,52499128000.0,53478383000.0,55182863000.0,56310513000.0,56216752000.0,38228426000.0,30896373000.0,37519434000.0,47703566000.0,49879894000.0,53113162000.0,54361840000.0,57164722000.0,60926365000.0,3.0,2.6,2.5,2.3,1.9,1.8,1.5,1.4,1.3,1.2,1.1,1.0,-0.701922745,-0.6442813629999999,-0.6582754470000001,-0.6412289210000001,-0.579220596,-0.559647217,-0.568389264,-0.638069468,-0.701382098,-0.730443175,-0.722080405,-0.703905641,71.622,71.96300000000002,72.30199999999998,72.638,72.975,73.313,73.65100000000002,73.99,74.329,74.669,75.008,75.347,68.98592211,68.57445652,68.12453021,67.68909359,67.2981577,66.92257738,66.54327561,66.120035,65.65790346,65.18005711,64.71109985,68.31400299,67.56500244,66.72200012,65.98500061,67.06700134,68.37400055,69.02600098,69.39900208,68.80300140000001,71.48200226,71.66799927,71.79199982,71.83899689,87.59600067,87.51999664,87.43099976,87.89099884,88.41400146,87.86199951,87.51399994,87.97200012,88.26899719,88.10099792,88.35099792,88.48000336,88.60500336,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415,74.86097561,74.46585366,74.61463415,74.81219512,74.81463415,74.96341463,7265.735497,6984.965976,6809.898984,7806.348652,7393.189176999998,7651.817881,7874.260904000002,7053.603706,7545.790332,8331.058025,9423.558612,9737.601351,54438966420.0,51999181062.0,50363282117.0,57363610380.0,54013812089.0,55591336862.0,56883172568.0,50630703922.0,53785050339.0,58950125036.0,66200847918.0,67927179737.0,13600946825.0,13770747139.0,11727036686.0,14389379310.0,13381396846.0,12908781216.0,13334017772.0,11991563138.0,13022625000.0,14302114664.0,14799308992.0,6975761.0
